幅,具,塊,枚,座
"人物畫,山水畫,太極圖,水墨畫,名畫,肖像,卷軸,油畫,春聯,風景畫,風景照,書法,浮雕,海報,素描,插圖,畫面,照片,漫畫,壁畫","引擎,手榴彈,木乃伊,石棺,抽風機,枷鎖,玻璃箱,風箏,馬達,推草機,望遠鏡,畫架,電話,機槍,機器人,頭骨","大餅,手帕,月餅,木牌,火柴盒,牛排,瓦,石碑,地磚,乳酪,披薩,肥皂,保麗龍,拼圖,洗衣板,玻璃,紀念碑,海綿,記憶體,磚頭,麵包","人造衛星,水晶,火箭,印章,戒指,金戒,金幣,指紋,飛彈,硬幣,郵票,葫蘆,銅板,螺絲釘,鑽戒","大砲,大廈,大樓,小島,公寓,水庫,主燈,古董,古蹟,石碑,吊橋,寺廟,房屋,城堡,紅磚,宮殿,島嶼,帳棚,涼亭,焚化爐,碉堡,銅像,橋墩,橋樑,機器人,燈塔,雕像,鞦韆,寶塔,鐵塔"
